,Unnamed: 0,Home_Team,Away_Team,Arena,City,State,Country,Date,Day,Time,Price
563,563,Brooklyn Nets,Atlanta Hawks,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-09,Fri,7:30 PM, 
564,564,New Orleans Pelicans,Phoenix Suns,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-12-09,Fri,7:30 PM, 
565,565,Texas Legends,Austin Spurs,Barclays Center,Brooklyn,NY,USA,2022-12-09,Fri,7:30 PM, 
566,566,Dallas Mavericks,Milwaukee Bucks,Smoothie King Center,New Orleans,LA,USA,2022-12-09,Fri,7:30 PM, 
567,567,Miami Heat,San Antonio Spurs,Comerica Center,Frisco,TX,USA,2022-12-09,Fri,8:30 PM, 
568,568,Golden State Warriors,Boston Celtics,American Airlines Center,Dallas,TX,USA,2022-12-09,Fri,9:00 PM, 
569,569,Indiana Pacers,Brooklyn Nets,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-12-10,Sat,5:00 PM, 
570,570,Washington Wizards,Los Angeles Clippers,Chase Center,San Francisco,CA,USA,2022-12-10,Sat,5:30 PM, 
571,571,Lakeland Magic,Rio Grande Valley Vipers,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-10,Sat,7:00 PM, 
572,572,Sioux Falls Skyforce,Motor City Cruise,Capital One Arena,Washington,DC,USA,2022-12-10,Sat,7:00 PM, 
573,573,Chicago Bulls,Dallas Mavericks,RP Funding Center,Lakeland,FL,USA,2022-12-10,Sat,7:00 PM, 
574,574,Windy City Bulls,Fort Wayne Mad Ants,Sanford Pentagon,Sioux Falls,SD,USA,2022-12-10,Sat,7:00 PM, 
575,575,Iowa Wolves,Grand Rapids Gold,United Center,Chicago,IL,USA,2022-12-10,Sat,7:00 PM, 
576,576,Denver Nuggets,Utah Jazz,NOW Arena,Hoffman Estates,IL,USA,2022-12-10,Sat,7:00 PM, 
577,577,Salt Lake City Stars,Ontario Clippers,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2022-12-10,Sat,7:00 PM, 
578,578,Portland Trail Blazers,Minnesota Timberwolves,Ball Arena,Denver,CO,USA,2022-12-10,Sat,7:00 PM, 
579,579,Cleveland Cavaliers,Oklahoma City Thunder,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-10,Sat,7:00 PM, 
580,580,Texas Legends,Memphis Hustle,Moda Center at the Rose Quarter,Portland,OR,USA,2022-12-10,Sat,7:00 PM, 
581,581,Capital City Go-Go,Greensboro Swarm,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-10,Sat,7:30 PM, 
582,582,New Orleans Pelicans,Phoenix Suns,Comerica Center,Frisco,TX,USA,2022-12-10,Sat,8:30 PM, 
583,583,G League Ignite,Stockton Kings,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2022-12-11,Sun,1:00 PM, 
584,584,Philadelphia 76ers,Charlotte Hornets,Smoothie King Center,New Orleans,LA,USA,2022-12-11,Sun,2:30 PM, 
585,585,New York Knicks,Sacramento Kings,Dollar Loan Center Arena,Henderson,NV,USA,2022-12-11,Sun,4:00 PM, 
586,586,Orlando Magic,Toronto Raptors,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-12-11,Sun,6:00 PM, 
587,587,Detroit Pistons,Los Angeles Lakers,Madison Square Garden,New York,NY,USA,2022-12-11,Sun,6:00 PM, 
588,588,Houston Rockets,Milwaukee Bucks,Amway Center,Orlando,FL,USA,2022-12-11,Sun,6:00 PM, 
589,589,Atlanta Hawks,Chicago Bulls,Little Caesars Arena,Detroit,MI,USA,2022-12-11,Sun,6:00 PM, 
590,590,Maine Celtics,Raptors 905,Toyota Center,Houston,TX,USA,2022-12-11,Sun,6:00 PM, 
591,591,Santa Cruz Warriors,Oklahoma City Blue,State Farm Arena,Atlanta,GA,USA,2022-12-11,Sun,6:30 PM, 
592,592,Cleveland Charge,Windy City Bulls,Portland Expo Center ME,Portland,ME,USA,2022-12-11,Sun,7:00 PM, 
593,593,Grand Rapids Gold,Sioux Falls Skyforce,Cleveland State University Wolstein Center,Cleveland,OH,USA,2022-12-12,Mon,6:00 PM, 
594,594,College Park SkyHawks,Delaware Blue Coats,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-12,Mon,7:00 PM, 
595,595,Washington Wizards,Brooklyn Nets,Van Andel Arena,Grand Rapids,MI,USA,2022-12-12,Mon,7:00 PM, 
596,596,Long Island Nets,Capital City Go-Go,Gateway Center Arena at College Park,Atlanta,GA,USA,2022-12-12,Mon,7:00 PM, 
597,597,Memphis Grizzlies,Atlanta Hawks,Capital One Arena,Washington,DC,USA,2022-12-12,Mon,7:00 PM, 
598,598,Iowa Wolves,Motor City Cruise,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2022-12-12,Mon,7:00 PM, 
599,599,Portland Trail Blazers,Minnesota Timberwolves,FedExForum,Memphis,TN,USA,2022-12-12,Mon,7:00 PM, 
600,600,Dallas Mavericks,Oklahoma City Thunder,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2022-12-12,Mon,7:00 PM, 
601,601,San Antonio Spurs,Cleveland Cavaliers,Moda Center at the Rose Quarter,Portland,OR,USA,2022-12-12,Mon,7:00 PM, 
602,602,Los Angeles Clippers,Boston Celtics,American Airlines Center,Dallas,TX,USA,2022-12-12,Mon,7:30 PM, 
603,603,Stockton Kings,Ontario Clippers,AT&T Center,San Antonio,TX,USA,2022-12-12,Mon,7:30 PM, 
604,604,Milwaukee Bucks,Golden State Warriors,Crypto.com Arena,Los Angeles,CA,USA,2022-12-12,Mon,7:30 PM, 
605,605,Philadelphia 76ers,Sacramento Kings,Stockton Arena,Stockton,CA,USA,2022-12-13,Tue,3:00 PM, 
606,606,Long Island Nets,Westchester Knicks,Fiserv Forum,Milwaukee,WI,USA,2022-12-13,Tue,6:30 PM, 
607,607,Houston Rockets,Phoenix Suns,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-12-13,Tue,7:00 PM, 
608,608,Memphis Hustle,Lakeland Magic,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2022-12-13,Tue,7:00 PM, 
609,609,Utah Jazz,New Orleans Pelicans,Toyota Center,Houston,TX,USA,2022-12-13,Tue,7:00 PM, 
610,610,Salt Lake City Stars,Oklahoma City Blue,Landers Center,Southaven,MS,USA,2022-12-13,Tue,7:00 PM, 
611,611,Los Angeles Lakers,Boston Celtics,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-13,Tue,7:00 PM, 
612,612,Austin Spurs (Time TBD),Mexico City Capitanes,Maverik Center,West Valley City,UT,USA,2022-12-13,Tue,7:00 PM, 
613,613,Chicago Bulls,New York Knicks,Crypto.com Arena,Los Angeles,CA,USA,2022-12-13,Tue,7:00 PM, 
614,614,Indiana Pacers,Golden State Warriors,H-E-B Center at Cedar Park,Cedar Park,TX,USA,2022-12-14,Wed,1:00 PM, 
615,615,Orlando Magic,Atlanta Hawks,United Center,Chicago,IL,USA,2022-12-14,Wed,6:30 PM, 
616,616,Grand Rapids Gold,Sioux Falls Skyforce,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-14,Wed,7:00 PM, 
617,617,Charlotte Hornets,Detroit Pistons,Amway Center,Orlando,FL,USA,2022-12-14,Wed,7:00 PM, 
618,618,Motor City Cruise,Windy City Bulls,Van Andel Arena,Grand Rapids,MI,USA,2022-12-14,Wed,7:00 PM, 
619,619,College Park SkyHawks,Delaware Blue Coats,Spectrum Center,Charlotte,NC,USA,2022-12-14,Wed,7:00 PM, 
620,620,San Antonio Spurs,Portland Trail Blazers,Gateway Center Arena at College Park,Atlanta,GA,USA,2022-12-14,Wed,7:00 PM, 
621,621,Wisconsin Herd,Fort Wayne Mad Ants,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-14,Wed,7:00 PM, 
622,622,Salt Lake City Stars,Oklahoma City Blue,AT&T Center,San Antonio,TX,USA,2022-12-14,Wed,7:00 PM, 
623,623,Denver Nuggets,Washington Wizards,Oshkosh Arena,Oshkosh,WI,USA,2022-12-14,Wed,7:00 PM, 
624,624,Los Angeles Clippers,Minnesota Timberwolves,Maverik Center,West Valley City,UT,USA,2022-12-14,Wed,7:00 PM, 
625,625,South Bay Lakers,Santa Cruz Warriors,Ball Arena,Denver,CO,USA,2022-12-14,Wed,7:00 PM, 
626,626,Toronto Raptors,Sacramento Kings,Crypto.com Arena,Los Angeles,CA,USA,2022-12-14,Wed,7:00 PM, 
627,627,Raptors 905,Capital City Go-Go,UCLA Health Training Center,El Segundo,CA,USA,2022-12-14,Wed,7:00 PM, 
628,628,Dallas Mavericks,Cleveland Cavaliers,Scotiabank Arena,Toronto,,Canada,2022-12-14,Wed,7:30 PM, 
629,629,Lakeland Magic,Birmingham Squadron,Paramount Fine Foods Centre,Mississauga,,Canada,2022-12-14,Wed,7:30 PM, 
630,630,Long Island Nets,Westchester Knicks,American Airlines Center,Dallas,TX,USA,2022-12-14,Wed,8:00 PM, 
631,631,Memphis Grizzlies,Milwaukee Bucks,RP Funding Center,Lakeland,FL,USA,2022-12-15,Thu,10:30 AM, 
632,632,Iowa Wolves,Cleveland Charge,FedExForum,Memphis,TN,USA,2022-12-15,Thu,7:00 PM, 
633,633,Utah Jazz,New Orleans Pelicans,Toyota Center,Houston,TX,USA,2022-12-15,Thu,7:00 PM, 
634,634,Los Angeles Clippers,Phoenix Suns,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2022-12-15,Thu,7:00 PM, 
635,635,Detroit Pistons,Sacramento Kings,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-15,Thu,7:00 PM, 
636,636,Westchester Knicks,Delaware Blue Coats,Crypto.com Arena,Los Angeles,CA,USA,2022-12-15,Thu,7:30 PM, 
637,637,Charlotte Hornets,Atlanta Hawks,Little Caesars Arena,Detroit,MI,USA,2022-12-16,Fri,7:00 PM, 
638,638,Lakeland Magic,Texas Legends,Total Mortgage Arena,Bridgeport,CT,USA,2022-12-16,Fri,7:00 PM, 
639,639,Oklahoma City Thunder,Minnesota Timberwolves,Spectrum Center,Charlotte,NC,USA,2022-12-16,Fri,7:00 PM, 
640,640,Chicago Bulls,New York Knicks,RP Funding Center,Lakeland,FL,USA,2022-12-16,Fri,7:00 PM, 
641,641,Windy City Bulls,Grand Rapids Gold,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-16,Fri,7:00 PM, 
642,642,Los Angeles Lakers,Denver Nuggets,United Center,Chicago,IL,USA,2022-12-16,Fri,7:00 PM, 
643,643,Santa Cruz Warriors,G League Ignite,NOW Arena,Hoffman Estates,IL,USA,2022-12-16,Fri,7:00 PM, 
644,644,Cleveland Cavaliers,Indiana Pacers,Landers Center,Southaven,MS,USA,2022-12-16,Fri,7:00 PM, 
645,645,Boston Celtics,Orlando Magic,Crypto.com Arena,Los Angeles,CA,USA,2022-12-16,Fri,7:00 PM, 
646,646,Raptors 905,College Park SkyHawks,Kaiser Permanente Arena,Santa Cruz,CA,USA,2022-12-16,Fri,7:00 PM, 
647,647,Philadelphia 76ers,Golden State Warriors,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-16,Fri,7:30 PM, 
648,648,Toronto Raptors,Brooklyn Nets,TD Garden,Boston,MA,USA,2022-12-16,Fri,7:30 PM, 
649,649,Dallas Mavericks,Portland Trail Blazers,Paramount Fine Foods Centre,Mississauga,,Canada,2022-12-16,Fri,7:30 PM, 
650,650,Wisconsin Herd,Fort Wayne Mad Ants,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-12-16,Fri,7:30 PM, 
651,651,Los Angeles Clippers,Washington Wizards,Scotiabank Arena,Toronto,,Canada,2022-12-16,Fri,7:30 PM, 
652,652,South Bay Lakers,Stockton Kings,American Airlines Center,Dallas,TX,USA,2022-12-16,Fri,7:30 PM, 
653,653,Oklahoma City Thunder,Memphis Grizzlies,Oshkosh Arena,Oshkosh,WI,USA,2022-12-16,Fri,8:00 PM, 
654,654,Milwaukee Bucks,Utah Jazz,Crypto.com Arena,Los Angeles,CA,USA,2022-12-17,Sat,1:00 PM, 
655,655,Houston Rockets,Portland Trail Blazers,UCLA Health Training Center,El Segundo,CA,USA,2022-12-17,Sat,5:00 PM, 
656,656,Windy City Bulls,Grand Rapids Gold,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-17,Sat,7:00 PM, 
657,657,Phoenix Suns,New Orleans Pelicans,Fiserv Forum,Milwaukee,WI,USA,2022-12-17,Sat,7:00 PM, 
658,658,Cleveland Cavaliers,Dallas Mavericks,Toyota Center,Houston,TX,USA,2022-12-17,Sat,7:00 PM, 
659,659,Boston Celtics,Orlando Magic,NOW Arena,Hoffman Estates,IL,USA,2022-12-17,Sat,7:00 PM, 
660,660,Indiana Pacers,New York Knicks,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-12-17,Sat,7:00 PM, 
661,661,Detroit Pistons,Brooklyn Nets,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-17,Sat,8:00 PM, 
662,662,Toronto Raptors,Golden State Warriors,TD Garden,Boston,MA,USA,2022-12-18,Sun,3:00 PM, 
663,663,Minnesota Timberwolves,Chicago Bulls,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-18,Sun,5:00 PM, 
664,664,Denver Nuggets,Charlotte Hornets,Little Caesars Arena,Detroit,MI,USA,2022-12-18,Sun,6:00 PM, 
665,665,Los Angeles Lakers,Washington Wizards,Scotiabank Arena,Toronto,,Canada,2022-12-18,Sun,6:00 PM, 
666,666,Cleveland Cavaliers,Utah Jazz,Target Center,Minneapolis,MN,USA,2022-12-18,Sun,6:00 PM, 
667,667,Philadelphia 76ers,Toronto Raptors,Ball Arena,Denver,CO,USA,2022-12-18,Sun,6:00 PM, 
668,668,Oklahoma City Thunder,Portland Trail Blazers,Crypto.com Arena,Los Angeles,CA,USA,2022-12-18,Sun,6:30 PM, 
669,669,New Orleans Pelicans,Milwaukee Bucks,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-19,Mon,7:00 PM, 
670,670,Houston Rockets,San Antonio Spurs,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-12-19,Mon,7:00 PM, 
671,671,Minnesota Timberwolves,Dallas Mavericks,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-19,Mon,7:00 PM, 
672,672,Phoenix Suns,Los Angeles Lakers,Smoothie King Center,New Orleans,LA,USA,2022-12-19,Mon,7:00 PM, 
673,673,Sacramento Kings,Charlotte Hornets,Toyota Center,Houston,TX,USA,2022-12-19,Mon,7:00 PM, 
674,674,Atlanta Hawks,Orlando Magic,Target Center,Minneapolis,MN,USA,2022-12-19,Mon,7:00 PM, 
675,675,Detroit Pistons,Utah Jazz,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-12-19,Mon,7:00 PM, 
676,676,Phoenix Suns,Washington Wizards,Golden 1 Center,Sacramento,CA,USA,2022-12-19,Mon,7:00 PM, 
677,677,New York Knicks,Golden State Warriors,State Farm Arena,Atlanta,GA,USA,2022-12-19,Mon,7:30 PM, 
678,678,Miami Heat,Chicago Bulls,Little Caesars Arena,Detroit,MI,USA,2022-12-20,Tue,7:00 PM, 
679,679,Denver Nuggets,Memphis Grizzlies,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-12-20,Tue,7:00 PM, 
680,680,Philadelphia 76ers,Detroit Pistons,Madison Square Garden,New York,NY,USA,2022-12-20,Tue,7:30 PM, 
681,681,Cleveland Cavaliers,Milwaukee Bucks,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-12-20,Tue,7:30 PM, 
682,682,Oklahoma City Thunder,Portland Trail Blazers,Ball Arena,Denver,CO,USA,2022-12-20,Tue,8:00 PM, 
683,683,Houston Rockets,Orlando Magic,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-12-21,Wed,7:00 PM, 
684,684,Minnesota Timberwolves,Dallas Mavericks,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-21,Wed,7:00 PM, 
685,685,Sacramento Kings,Los Angeles Lakers,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-21,Wed,7:00 PM, 
686,686,Boston Celtics,Indiana Pacers,Toyota Center,Houston,TX,USA,2022-12-21,Wed,7:00 PM, 
687,687,Atlanta Hawks,Chicago Bulls,Target Center,Minneapolis,MN,USA,2022-12-21,Wed,7:00 PM, 
688,688,New York Knicks,Toronto Raptors,Golden 1 Center,Sacramento,CA,USA,2022-12-21,Wed,7:00 PM, 
689,689,Brooklyn Nets,Golden State Warriors,TD Garden,Boston,MA,USA,2022-12-21,Wed,7:30 PM, 
690,690,Los Angeles Clippers,Charlotte Hornets,State Farm Arena,Atlanta,GA,USA,2022-12-21,Wed,7:30 PM, 
691,691,New Orleans Pelicans,San Antonio Spurs,Madison Square Garden,New York,NY,USA,2022-12-21,Wed,7:30 PM, 
692,692,Utah Jazz,Washington Wizards,Barclays Center,Brooklyn,NY,USA,2022-12-21,Wed,7:30 PM, 
693,693,Orlando Magic,San Antonio Spurs,Crypto.com Arena,Los Angeles,CA,USA,2022-12-21,Wed,7:30 PM, 
694,694,Philadelphia 76ers,Los Angeles Clippers,Smoothie King Center,New Orleans,LA,USA,2022-12-22,Thu,7:00 PM, 
695,695,Oklahoma City Thunder,New Orleans Pelicans,Vivint Smart Home Arena,Salt Lake City,UT,USA,2022-12-22,Thu,7:00 PM, 
696,696,Houston Rockets,Dallas Mavericks,Amway Center,Orlando,FL,USA,2022-12-23,Fri,7:00 PM, 
697,697,Denver Nuggets,Portland Trail Blazers,Wells Fargo Center Philadelphia,Philadelphia,PA,USA,2022-12-23,Fri,7:00 PM, 
698,698,Sacramento Kings,Washington Wizards,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-23,Fri,7:00 PM, 
699,699,Atlanta Hawks,Detroit Pistons,Toyota Center,Houston,TX,USA,2022-12-23,Fri,7:00 PM, 
700,700,Cleveland Cavaliers,Toronto Raptors,Ball Arena,Denver,CO,USA,2022-12-23,Fri,7:00 PM, 
701,701,New York Knicks,Chicago Bulls,Golden 1 Center,Sacramento,CA,USA,2022-12-23,Fri,7:00 PM, 
702,702,Boston Celtics,Minnesota Timberwolves,State Farm Arena,Atlanta,GA,USA,2022-12-23,Fri,7:30 PM, 
703,703,Brooklyn Nets,Milwaukee Bucks,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-23,Fri,7:30 PM, 
704,704,Los Angeles Lakers,Charlotte Hornets,Madison Square Garden,New York,NY,USA,2022-12-23,Fri,7:30 PM, 
705,705,Miami Heat,Indiana Pacers,TD Garden,Boston,MA,USA,2022-12-23,Fri,7:30 PM, 
706,706,Phoenix Suns,Memphis Grizzlies,Barclays Center,Brooklyn,NY,USA,2022-12-23,Fri,7:30 PM, 
707,707,New York Knicks,Philadelphia 76ers,Crypto.com Arena,Los Angeles,CA,USA,2022-12-23,Fri,7:30 PM, 
708,708,Dallas Mavericks,Los Angeles Lakers,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-12-23,Fri,8:00 PM, 
709,709,Boston Celtics,Milwaukee Bucks,Footprint Center (Former Phoenix Suns Arena),Phoenix,AZ,USA,2022-12-23,Fri,8:00 PM, 
710,710,Golden State Warriors,Memphis Grizzlies,Madison Square Garden,New York,NY,USA,2022-12-25,Sun,12:00 PM, 
711,711,Denver Nuggets,Phoenix Suns,American Airlines Center,Dallas,TX,USA,2022-12-25,Sun,1:30 PM, 
712,712,Detroit Pistons (Saddiq Bey Bobblehead Presented By Bally Sports),Los Angeles Clippers,TD Garden,Boston,MA,USA,2022-12-25,Sun,5:00 PM, 
713,713,Cleveland Cavaliers,Brooklyn Nets,Chase Center,San Francisco,CA,USA,2022-12-25,Sun,5:00 PM, 
714,714,New Orleans Pelicans,Indiana Pacers,Ball Arena,Denver,CO,USA,2022-12-25,Sun,8:30 PM, 
715,715,Chicago Bulls,Houston Rockets,Little Caesars Arena,Detroit,MI,USA,2022-12-26,Mon,7:00 PM, 
716,716,San Antonio Spurs,Utah Jazz,Rocket Mortgage FieldHouse,Cleveland,OH,USA,2022-12-26,Mon,7:00 PM, 
717,717,Portland Trail Blazers,Charlotte Hornets,Smoothie King Center,New Orleans,LA,USA,2022-12-26,Mon,7:00 PM, 
718,718,Miami Heat,Minnesota Timberwolves,United Center,Chicago,IL,USA,2022-12-26,Mon,7:00 PM, 
719,719,Oklahoma City Blue,Sioux Falls Skyforce,AT&T Center,San Antonio,TX,USA,2022-12-26,Mon,7:00 PM, 
720,720,Fort Wayne Mad Ants,Maine Celtics,Moda Center at the Rose Quarter,Portland,OR,USA,2022-12-26,Mon,7:00 PM, 
721,721,Orlando Magic,Los Angeles Lakers,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-12-26,Mon,7:30 PM, 
722,722,Lakeland Magic,Westchester Knicks,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-27,Tue,12:00 PM, 
723,723,Washington Wizards,Philadelphia 76ers,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-27,Tue,12:30 PM, 
724,724,Capital City Go-Go,Motor City Cruise,Amway Center,Orlando,FL,USA,2022-12-27,Tue,7:00 PM, 
725,725,Long Island Nets,Greensboro Swarm,RP Funding Center,Lakeland,FL,USA,2022-12-27,Tue,7:00 PM, 
726,726,Delaware Blue Coats,Rio Grande Valley Vipers,Capital One Arena,Washington,DC,USA,2022-12-27,Tue,7:00 PM, 
727,727,Oklahoma City Thunder,San Antonio Spurs,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2022-12-27,Tue,7:00 PM, 
728,728,Memphis Grizzlies,Phoenix Suns,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2022-12-27,Tue,7:00 PM, 
729,729,Sacramento Kings,Denver Nuggets,Chase Fieldhouse,Wilmington,,USA,2022-12-27,Tue,7:00 PM, 
730,730,Golden State Warriors,Charlotte Hornets,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2022-12-27,Tue,7:00 PM, 
731,731,Indiana Pacers,Atlanta Hawks,FedExForum,Memphis,TN,USA,2022-12-27,Tue,7:00 PM, 
732,732,Boston Celtics,Houston Rockets,Golden 1 Center,Sacramento,CA,USA,2022-12-27,Tue,7:00 PM, 
733,733,Toronto Raptors,Los Angeles Clippers,Chase Center,San Francisco,CA,USA,2022-12-27,Tue,7:00 PM, 
734,734,Dallas Mavericks,New York Knicks,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-27,Tue,7:30 PM, 
735,735,Detroit Pistons,Orlando Magic,TD Garden,Boston,MA,USA,2022-12-27,Tue,7:30 PM, 
736,736,Washington Wizards,Phoenix Suns,Scotiabank Arena,Toronto,,Canada,2022-12-27,Tue,7:30 PM, 
737,737,Chicago Bulls,Milwaukee Bucks,American Airlines Center,Dallas,TX,USA,2022-12-27,Tue,7:30 PM, 
738,738,New Orleans Pelicans,Minnesota Timberwolves,Little Caesars Arena,Detroit,MI,USA,2022-12-28,Wed,7:00 PM, 
739,739,Sacramento Kings,Denver Nuggets,Capital One Arena,Washington,DC,USA,2022-12-28,Wed,7:00 PM, 
740,740,Golden State Warriors,Utah Jazz,United Center,Chicago,IL,USA,2022-12-28,Wed,7:00 PM, 
741,741,Miami Heat,Los Angeles Lakers,Smoothie King Center,New Orleans,LA,USA,2022-12-28,Wed,7:00 PM, 
742,742,Atlanta Hawks,Brooklyn Nets,Golden 1 Center,Sacramento,CA,USA,2022-12-28,Wed,7:00 PM, 
743,743,Fort Wayne Mad Ants,Windy City Bulls,Chase Center,San Francisco,CA,USA,2022-12-28,Wed,7:00 PM, 
744,744,Indiana Pacers,Cleveland Cavaliers,FTX Arena (Former American Airlines Arena),Miami,FL,USA,2022-12-28,Wed,7:30 PM, 
745,745,Charlotte Hornets,Oklahoma City Thunder,State Farm Arena,Atlanta,GA,USA,2022-12-28,Wed,7:30 PM, 
746,746,Lakeland Magic,Westchester Knicks,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-29,Thu,12:30 PM, 
747,747,Capital City Go-Go,Motor City Cruise,Gainbridge Fieldhouse,Indianapolis,IN,USA,2022-12-29,Thu,7:00 PM, 
748,748,Long Island Nets,Greensboro Swarm,Spectrum Center,Charlotte,NC,USA,2022-12-29,Thu,7:00 PM, 
749,749,San Antonio Spurs,New York Knicks,RP Funding Center,Lakeland,FL,USA,2022-12-29,Thu,7:00 PM, 
750,750,Iowa Wolves,Raptors 905,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2022-12-29,Thu,7:00 PM, 
751,751,Birmingham Squadron,Texas Legends,NYCB Live Home Of The Nassau Veterans Memorial Coliseum,Uniondale,NY,USA,2022-12-29,Thu,7:00 PM, 
752,752,Santa Cruz Warriors,Stockton Kings,AT&T Center,San Antonio,TX,USA,2022-12-29,Thu,7:00 PM, 
753,753,Toronto Raptors,Memphis Grizzlies,Wells Fargo Arena (Des Moines),Des Moines,IA,USA,2022-12-29,Thu,7:00 PM, 
754,754,Boston Celtics,Los Angeles Clippers,Legacy Arena at The BJCC,North Birmingham,AL,USA,2022-12-29,Thu,7:00 PM, 
755,755,Dallas Mavericks,Houston Rockets,Kaiser Permanente Arena,Santa Cruz,CA,USA,2022-12-29,Thu,7:00 PM, 
756,756,Austin Spurs,Oklahoma City Blue,Scotiabank Arena,Toronto,,Canada,2022-12-29,Thu,7:30 PM, 
757,757,Maine Celtics,Rio Grande Valley Vipers,TD Garden,Boston,MA,USA,2022-12-29,Thu,7:30 PM, 
758,758,Orlando Magic,Washington Wizards,American Airlines Center,Dallas,TX,USA,2022-12-29,Thu,7:30 PM, 
759,759,Delaware Blue Coats,Long Island Nets,H-E-B Center at Cedar Park,Cedar Park,TX,USA,2022-12-29,Thu,7:30 PM, 
760,760,Chicago Bulls,Detroit Pistons,Portland Expo Center ME,Portland,ME,USA,2022-12-30,Fri,5:00 PM, 
761,761,Milwaukee Bucks,Minnesota Timberwolves,Amway Center,Orlando,FL,USA,2022-12-30,Fri,7:00 PM, 
762,762,Birmingham Squadron,Texas Legends,Chase Fieldhouse,Wilmington,,USA,2022-12-30,Fri,7:00 PM, 
763,763,Sacramento Kings,Utah Jazz,Fiserv Forum,Milwaukee,WI,USA,2022-12-30,Fri,7:00 PM, 
764,764,Santa Cruz Warriors,Stockton Kings,Legacy Arena at The BJCC,North Birmingham,AL,USA,2022-12-30,Fri,7:00 PM, 
765,765,Golden State Warriors,Portland Trail Blazers,Ball Arena,Denver,CO,USA,2022-12-30,Fri,7:00 PM, 
766,766,Toronto Raptors,Phoenix Suns,Golden 1 Center,Sacramento,CA,USA,2022-12-30,Fri,7:00 PM, 
767,767,Atlanta Hawks,Los Angeles Lakers,Kaiser Permanente Arena,Santa Cruz,CA,USA,2022-12-30,Fri,7:00 PM, 
768,768,New Orleans Pelicans,Philadelphia 76ers,Chase Center,San Francisco,CA,USA,2022-12-30,Fri,7:00 PM, 
769,769,Greensboro Swarm,Capital City Go-Go,Scotiabank Arena,Toronto,,Canada,2022-12-30,Fri,7:30 PM, 
770,770,Iowa Wolves,Raptors 905,State Farm Arena,Atlanta,GA,USA,2022-12-30,Fri,7:30 PM, 
771,771,Indiana Pacers,Los Angeles Clippers,Smoothie King Center,New Orleans,LA,USA,2022-12-30,Fri,7:30 PM, 
