,Unnamed: 0,Home_Team,Away_Team,Arena,City,State,Country,Date,Day,Time,Price
981,981,San Antonio Spurs,Brooklyn Nets,Crypto.com Arena,Los Angeles,CA,USA,2023-01-16,Mon,7:30 PM, 
982,982,Memphis Hustle,Santa Cruz Warriors,Sanford Pentagon,Sioux Falls,SD,USA,2023-01-17,Tue,6:30 PM, 
983,983,Birmingham Squadron,Rio Grande Valley Vipers,Fiserv Forum,Milwaukee,WI,USA,2023-01-17,Tue,6:30 PM, 
984,984,Denver Nuggets,Portland Trail Blazers,AT&T Center,San Antonio,TX,USA,2023-01-17,Tue,7:00 PM, 
985,985,Los Angeles Clippers,Philadelphia 76ers,Landers Center,Southaven,MS,USA,2023-01-17,Tue,7:00 PM, 
986,986,G League Ignite,Fort Wayne Mad Ants,Legacy Arena at The BJCC,North Birmingham,AL,USA,2023-01-17,Tue,7:00 PM, 
987,987,Oklahoma City Blue,Stockton Kings,Ball Arena,Denver,CO,USA,2023-01-17,Tue,7:00 PM, 
988,988,Wisconsin Herd,Westchester Knicks,Crypto.com Arena,Los Angeles,CA,USA,2023-01-17,Tue,7:00 PM, 
989,989,Dallas Mavericks,Atlanta Hawks,Dollar Loan Center Arena,Henderson,NV,USA,2023-01-17,Tue,7:00 PM, 
990,990,Capital City Go-Go,Long Island Nets,Paycom Center (Former Chesapeake Energy Arena),Oklahoma City,OK,USA,2023-01-18,Wed,12:00 PM, 
991,991,Greensboro Swarm,Cleveland Charge,Oshkosh Arena,Oshkosh,WI,USA,2023-01-18,Wed,12:30 PM, 
992,992,Oklahoma City Thunder,Indiana Pacers,American Airlines Center,Dallas,TX,USA,2023-01-18,Wed,6:30 PM, 
993,993,Memphis Grizzlies,Cleveland Cavaliers,St. Elizabeths East Entertainment and Sports Arena,Washington,DC,USA,2023-01-18,Wed,7:00 PM, 
994,994,Houston Rockets,Charlotte Hornets,The Fieldhouse at Greensboro Coliseum Complex,Greensboro,NC,USA,2023-01-18,Wed,7:00 PM, 
995,995,Memphis Hustle,Santa Cruz Warriors,FedExForum,Memphis,TN,USA,2023-01-18,Wed,7:00 PM, 
996,996,Utah Jazz,Los Angeles Clippers,Toyota Center,Houston,TX,USA,2023-01-18,Wed,7:00 PM, 
997,997,New York Knicks,Washington Wizards,Smoothie King Center,New Orleans,LA,USA,2023-01-18,Wed,7:00 PM, 
998,998,Los Angeles Lakers,Sacramento Kings,Landers Center,Southaven,MS,USA,2023-01-18,Wed,7:00 PM, 
999,999,Denver Nuggets,Minnesota Timberwolves,Vivint Smart Home Arena,Salt Lake City,UT,USA,2023-01-18,Wed,7:00 PM, 
1000,1000,Sioux Falls Skyforce,Lakeland Magic,Madison Square Garden,New York,NY,USA,2023-01-18,Wed,7:30 PM, 
1001,1001,Boston Celtics,Golden State Warriors,Crypto.com Arena,Los Angeles,CA,USA,2023-01-18,Wed,7:30 PM, 
